Reference,Prediction
mmm…mo˩ɻ̍˥|ʈʂʰɯ˧dʑo˩|əəə…ʂwæ˧si˧bi˥di˩ɲi˩mæ˩|ʂwæ˧bæ˩si˩bi˩|zo˩no˥|si˧mo˩bi˩|,mm…mo˩ɻ̍˥ʈʂʰɯ˧dʑo˩ əə…ʂwæ˧si˧bi˥di˩ɲi˩mæ˩ ʂwæ˧bæ˩sɯ˩bi˩ zo˩no˥ si˧mo˩bi˩
mv̩˩kʰv̩˧˥|tʰv̩˧tsʰɯ˧|hõ˧ɭɯ˥qo˩ɳɯ˩le˩tʰv̩˩kv̩˩|,mv̩˩kʰv̩˧˥ tv̩˧tsʰɯ˧ hõ˧ɭɯ˥qo˩ɳɯ˩le˩tʰv̩˩kv̩˩
wɤ˩˥|kɯ˧ʈʂʰwɤ˩pi˩|wɤ˩˥|hæ̃˧qʰv̩˥|wɤ˩˥|ɖɯ˧tɕʰi˩ki˩kv̩˩mæ˩|,wɤ˩˥ kɯ˧ʈʂʰwɤ˩pi˩ wɤ˩˥ hæ̃˧qʰv̩˥ wɤ˩˥ ɖɯ˧tɕʰi˩ki˩kv̩˩mæ˩
kɯ˧ʈʂʰwɤ˩ʈʂʰɯ˩kʰwɤ˩dʑo˩|tʰi˩˥|əəə…mmm…ʈʂʰwɤ˧dʑo˧|ə˧ʝi˧ʂɯ˥ʝi˩|mmm…tv̩˧tsʰɯ˧hõ˧ɭɯ˥|tʰv̩˧ɻæ˧qo˥ɳɯ˩|le˧dzɯ˥dʑo˩|wɤ˩˥k|kɯ˧ʈʂʰwɤ˩ʈʂʰɯ˩tɕʰi˩dʑo˩|əəə…nəəə…tv̩˧tsʰɯ˧tsʰe˧ɲi˧ɭɯ˧qo˧ɳɯ˧|dzɯ˧kv̩˩|ə˧ʝi˧ʂɯ˥ʝi˩|,kɯ˧ʈʂʰwɤ˩ʈʂʰɯ˩kv̩˩dʑo˩ tʰi˩˥ ə…ʈʂʰwɤ˧dʑo˥ ə˧ʝi˧ʂɯ˥ʝi˩ mm…tv̩˧tsʰɯ˧hõ˩ɭɯ˥ ʈʰɯ˧ɻæ˧qo˥ɳɯ˩ le˧dzɯ˥dʑo˩ wɤ˩˥ ʰkʰɯ˧ʈʂʰwɤ˩tɕɯ˩tɕʰɯ˩dʑo˩ əə…zo…tv̩˧tsʰɯ˧ tsʰe˧ɲi˧ɭɯ˧qo˧ɳɯ˧tzɯ˩kv̩˩ ə˧ʝi˧ʂɯ˥ʝi˩
ə˧zɯ˩|gɯ˧ɳɯ˧|qʰæ˧dʑo˧|mɤ˧do˩|,ə˧zɯ˩ gɤ˧ɳɯ˧ qʰæ˧dʑo˧ mɤ˧do˩
əzo˩qo˧ɲi˩|mɤ˧sɯ˥|tʰi˩˥|hæ˧di˩hɯ˩ɲi˩|pi˧|,ĩ˧ zo˩qo˧niɤ˩ɻ̍˩ mɤ˧sɯ˥ tʰææ˧ hæ˧di˩hɯ˩ɲi˩ pi˧
ɕi˧ɕi˩lo˩|pi˧kv̩˩tsɯ˩|mv̩˩|ʈʂʰɯ˧kʰwɤ˥dʑo˩|,ɕi˧ɕi˩lo˩ pi˧kv̩˩tsɯ˩ mv̩˩ ʈʂʰɯ˧kʰwɤ˩dʑo˩
li˩˥|le˧tɕɤ˧˥|mmmə˧mi˧ɻæ˩|tʰv̩˧ɲi˧dʑo˩|əəə…tʰv̩˧|ɑ˩ʁo˧|ɖɯ˧njɤ˧|tʰi˧dzi˩|,li˩˥ le˧tɕɤ˧˥ mm…ə˧mi˧ɻæ˩ tʰv̩˧ɲi˩dʑo˩ əə…ʈʰɯ˧ɻɑ˩ʁo˩ ɖɯ˧njɤ˥ tʰi˧dzi˩
ŋv̩˩˥|ŋv̩˩dʑo˥|tʰi˩˥|əəə…zo˩no˥|əəə…pʰæ˧tɕi˥tʰv̩˩v̩˩|ʁo˧pv̩˩ə˧v̩˧tʰv̩˧v̩˧ɳɯ˩|,ŋv̩˩˥ ŋv̩˩dʑo˥ tʰi˩˥ə… zo˩no˥ pvpʰæ˧tɕi˥ tʰv̩˧v̩˧ʁo˥pv̩˩hĩ˩ ə˧v̩˧tʰv̩˥v̩˧ɳɯ˩
əəə…tʰi˩˥|ʈʂʰɯ˧ne˧ʝi˥dʑo˩|ʐwæ˧ʐwæ˧|ɖɯ˧v̩˧|ʐwæ˧|tsʰe˩qʰɑ˩kv̩˩ɲi˥|po˧bi˥|,əə…tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥dʑo˩ ʐwæ˧iʐwæ˧ɖɯ˧v̩˧ ʐwæ˧ tsʰe˩qʰɑ˩kv̩˩ɲi˥ po˩bi˥
tʰi˩˥|hæ˧ʐwɤ˩dʑo˩|hwɑ˩lɑ˩sæ˧|hwɑ˩lɑ˩sæ˧|pi˧|,dʑo˩ hæ˧ʐwɤ˩dʑo˩ hwɑ˩lɑ˩sɑ˥ hwɑ˩lɑ˧sɑ˥ pi˧
ə˧mi˧|qʰæ˧|pi˧zo˩|ɲi˧to˧|ɖɯ˧tɑ˧˥|tʰi˧qo˧qo˥kv̩˩|,ə˧mi˧qʰvæ˧ pi˧zo˩ njɤ˧tvo˧ɯ˧dɑ˧˥ tʰi˧qo˧qo˥kv̩˩hĩ˩
əəə…se˧pʰɤ˧se˧bɤ˧ʝi˧mɤ˧zo˧ze˩|pi˧tsɯ˩|mv̩˩|,əə…se˧pʰɤ˧ se˧bɤ˧ʝi˧mɤ˧zo˧ze˩ pi˧tsɯ˩ mv̩˩
tʰi˩˥|hĩ˧ɻæ˥|njæ˧sɯ˩kv̩˩|le˧pi˥|,tʰi˩˥ hĩ˧ɻæ˥ njæ˧sɯ˩kv̩˩ le˧mi˩pi˧
mɤ˧ɲi˧kwɤ˧tɕɯ˥lɑ˩|le˧mi˧tʰi˧kwɤ˥|,mɤ˧ɲi˧kwɤ˧tɕɯ˥lɑ˩ le˧mi˧tʰi˧kwɤ˥
ɑ˩ʁo˧|zo˩no˥|ko˧ə˧ʝi˧ʂɯ˥ʝi˩ni˩|ko˧sɯ˧|mɤ˧di˩|ə˩gi˩|ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩|,ɑ˩ʁo˧ zo˩no˥ ko˧ə˧ʝi˧ʂɯ˥ʝi˩ni˩ kɤ˧sɯ˧ mɤ˧di˩ ə˩gi˩ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩
tʰi˩˥|le˧qʰwɤ˧|le˧qʰwɤ˧dʑo˩|tʰi˩˥|wɤ˩˥|ɖɯ˧ʑi˩ɻ̍˩|go˩tsɯ˥|mv̩˩|ɖɯ˧ʁwɤ˧qo˧|,tʰi˩˥ le˧qʰwɤ˧ le˧qʰwɤ˧dʑo˧ tʰi˩˥ wɤ˩˥ ɖɯ˧ʑi˩ɻ̍˩ go˩tsɯ˩˥ mv̩˩ɖɯ˧ʁwɤ˧qo˧
ɬi˧di˩ɳɯ˩|wɤ˩˥|bi˧|əəə…wɤ˩˥|wɤ˩˥|ʈʂʰɯ˧|ɖɯ˧ɬi˧ɖʐɯ˧ho˧ze˩|ɲi˧tsi˧hɑ̃˧ɖʐɯ˧ho˥ze˩|pi˧|,ɬi˧di˩ɳɯ˩ wɤ˩˥ bi˧ əə…wɤ˩˥ wɤ˩˥ ʈʂʰɯ˧ ɖɯ˧ɬi˩dʑɯ˩ho˩ze˩ ɲi˧tsi˧hiɑ̃˧dʑɯ˧ho˥ze˩ pi˧
dzɯ˧gɤ˥|dzɯ˧mɤ˧gɤ˩mmm…|kʰv̩˩mi˩˥|no˧dzɯ˧hõ˧|pi˧zo˩|ʂe˧ʈʂʰɯ˧ʈv̩˥|le˧ʑi˩zo˩|kʰv̩˩mi˩ki˥kwɤ˩tsɯ˩|mv̩˩|,dzɯ˧gɤ˧ dzɯ˧mɤ˧gɤ˩ əə…kʰv̩˩mi˩˥ no˩dzɯ˩hõ˩˥ pi˧zo˩ ʂe˧ ʈʰɯ˧ʈv̩˥le˩ʑi˩zo˩ kʰv̩˩mi˩ki˥kwɤ˩tsɯ˩ mv̩˩
pʰv̩˧ɖɯ˧ʝi˥|hɑ˧dzɯ˧dʑo˩|ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩|tʰi˩˥|,pʰv̩˧ɖɯ˧ʝi˥ hɑ˧dzɯ˧dʑo˩ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ tʰi˩˥
tʰi˩˥|tso˩qʰv̩˩ɻ̍˥ɳɯ˩|gæ˩pʰæ˧bi˧|kʰi˧|ɖɯ˧pɤ˩tʰi˩di˩|tso˩qʰv̩˩ɻ̍˥ɳɯ˩|,tʰi˩˥ tso˩qʰv̩˧ɻ̍˧tv̩˩gæ˩pʰæ˧˥ bi˧ kʰi˧ ɖɯ˧pɤ˧tʰi˧di˩ tso˩qʰv̩˧ɻ̍˥ɳɯ˩
õ˧ʈʂʰɯ˧dʑo˩|tʰi˩˥|ɲi˧ʈʂæ˧ʑi˧dɑ˥kv̩˩ze˩mæ˩|,õ˧ʈʂʰɯ˧dʑo˩ tʰi˩˥ ɲi˧ʈʂæ˧ʑi˧dɑ˥kv̩˩ze˩mæ˩
mɤ˧dɑ˩|zo˧tɕʰi˧bi˧pi˧hɯ˧dʑo˩|hwɤ˧tɕi˥ʁo˥bv̩˩tʰv̩˩|zo˧tɕʰi˧le˥wo˩tsʰɯ˩pi˩kv̩˩|,mɤ˧dɑ˩ zo˧tɕʰi˧bi˧pi˧ hɯ˧dʑo˩ hwɤ˧tɕi˥ʁo˩bv̩˩tʰv̩˩ zo˧tɕʰi˧le˥wo˩tsʰɯ˩pi˩kv̩˩
mv̩˩lo˥ʝi˩pi˩|ɖɯ˧v̩˧ɖɯ˧ʑi˩tʰi˩dzi˩dʑo˩|tʰi˩˥|qv̩˧ɻ̍˧ʁo˧|mv̩˩lo˥ʝi˩tʰi˩dzi˩ɲi˩pi˩kv̩˩mæ˩|ə˧ʝi˧ʂɯ˥ʝi˩|,mv̩˩lo˥ʝi˩pi˩hĩ˩ ɖɯ˧v̩˧ɖɯ˧ʑi˩ tʰi˧dzi˩dʑo˩ tʰi˩˥ qv̩˧ɻ̍˧ʁo˧ mv̩˩lo˥ʝi˩ tʰi˧dzi˩ɲi˩pi˩kv̩æ˩ ə˧ʝi˧ʂɯ˥ʝi˩
ʁwɤ˧qo˧hĩ˧|le˧ʁɑ˥ʂe˩|le˧po˧tsʰɯ˧˥|hĩ˧hĩ˧ʂɯ˧dʑo˩|ɖɯ˧v̩˧ɳɯ˧|ɖɯ˧pʰæ˧˥|ɖɯ˧v̩˧ɳɯ˧|ɖɯ˧pʰæ˧˥|ɖɯ˧v̩˧ɳɯ˧|ɖɯ˧pʰæ˧˥|ʈʂʰɯ˧ne˧ʝi˥|le˧qʰæ˧˥|,ʁwɤ˧qo˧ hĩ˧ le˧ʁɑ˥ʂe˩ le˧po˧tsɯ˧˥ hĩ˧ hĩ˧ʂɯ˧dʑo˩ ɖɯ˧v̩˧ɳɯ˧ ɖɯ˧pʰæ˧˥ ɖɯ˧v̩˧ɳɯ˧ ɖɯ˧pʰæ˧˥ ɖɯ˧v̩˧ɳ˧ɖɯ˧pʰæ˧˥ ʈʂʰɯ˧ne˧ʝi˥ le˧qʰæ˧˥
ɖɯ˩lo˧|mɤ˧sɯ˥ze˩|pi˧kwɤ˩tɕɯ˩lɑ˩|ə˧mv̩˧ɳɯ˥|ʐæ˩sɯ˩˥|tʰi˧mv̩˧tɕɯ˧zo˥|pʰo˩hɯ˩ɲi˥ze˩wɤ˩|,ɖɯ˩lo˧ mɤ˧sɯ˥ze˩ pi˧kwɤ˩tɕɯ˩lɑ˩ ə˧mv̩˧ɳɯ˥ ʐæ˩sɯ˩˥ tʰi˧mv̩˧tɕɯ˧tzo˥ pʰo˩hɯ˩ɲi˥ze˩wɤ˩
mɤ˧bi˧ze˧|ə˧zɯ˩|hĩ˧tɕʰi˧tʰɑ˧mɤ˧ʝi˧ze˩|,mɤ˧bi˧ze˧ ə˧zɯ˩ hĩ˧tɕʰi˥tʰɑ˩mɤ˩ʝi˩ze˩
tʰv̩˧ne˧ʝi˥|tʰi˩˥|ŋv̩˧|tʰi˧ki˧se˩|tʰi˩˥|ɬo˧pv̩˥|le˧ti˩|,tʂʰvɯ˧ne˧ʝi˥ tʰi˩˥ ŋv̩˧ tʰi˧ki˧se˩ tʰi˩˥ ɬo˧pv̩˥ le˧ti˩
tʰi˩˥|tʰv̩˧v̩˧ɳɯ˩|əəə…lo˩dʑo˥ki˩kv̩˩ze˩|lo˩dʑo˥|əəə…lo˩dʑo˥|ɖɯ˧dze˩|,tʰi˩˥ tʰv̩˧v̩˧ɳɯ˩ əə…lo˩dʑo˧ki˩kv̩˩ze˩ lo˩dʑo˧ əə…lo˩dʑo˥ ɖɯ˧dzi˩
ɖɯ˧ɬi˧mi˧|ɲi˧ɬi˧mi˧|so˧ɬi˧mi˧|le˧tv̩˧dʑo˥|so˧ɬi˧mi˧qo˧|ʐwæ˩ʐwæ˧tso˧ɲi˥mæ˩|wɤ˩˥|le˧tv̩˧se˩|le˧ʐwæ˧˥|,ɖɯ˧ɬi˧mi˧ ɲi˧ɬi˧mi˧ so˧ɬi˧mi˧ le˧tv̩˧dʑo˥ so˧ɬi˧mi˧ qo˧ ʐwæ˩˥ʐwæ˧tso˧ɲi˥ze˩ wɤ˩˥ le˧tv̩˧se˩ le˧ʐwæ˧˥
ə˧ʝi˧ʂɯ˥ʝi˩|ə˧mi˧ɻæ˩|ʈʰæ˧qʰwɤ˧ɖɯ˧ɭɯ˧˥|pæ˧kʰwɤ˧|so˧ɭɯ˧|,ə˧ʝi˧ʂɯ˥ʝi˩ ə˧mi˧ɻæ˩ ʈʰæ˧qʰwɤ˧ ɖɯ˧ɭɯ˧ pæ˧kʰwɤ˧ so˧ɭɯ˧
zo˩no˥|əəə…|zo˩no˥|hæ˧ʐwɤ˩pi˩|hĩ˧ɻæ˧ɳɯ˥|tɕɤ˧ho˩pæ˧|tʰææ̃˧|ne˧ʝi˥zo˩|ə˩gi˩|,zo˩no˥ …zo˩no˥ hæ˧ʐwɤ˩pi˩ hĩ˧ɻæ˩ɳɯ˥ tɕɤ˧ho˩pæ˩ tʰæ˧ɻæ̃˧ni˩ʝi˥zo˩ ə˩gi˩
tʰv̩˧ʁo˥dʑo˩|dʑɤ˩˥|dzɯ˧mɤ˧kv̩˩|,tʰv̩˧ʁo˥dʑo˩ dʑɤ˩˥ dzɯ˧mɤ˧kv̩˧
tsʰe˧,se˧
ʈʂʰɯ˧ɖɯ˧ɬi˧hĩ˧ʈʂʰɯ˧|tʰi˩˥|mmm…tsʰe˧do˧hõ˥ɲi˩|dɑ˧mɤ˧ʁo˧|pi˧dʑo˩|tsʰe˩do˩ŋwɤ˥əəə…tsʰe˩ŋwɤ˩ɲi˩˥|dɑ˧˥|,ʈʂʰɯ˧ɖɯ˧ɬi˧hĩ˧ʈʂʰɯ˧ tʰi˩˥ mm…tsʰe˧do˧hõ˥ɲi˩ dɑ˧mɤ˧ʁo˧ pi˧dʑo˩ tsʰe˧do˧ŋv̩˥ əə… tsʰe˩ŋwɤ˩ɲi˥ dɑ˩
tʰi˩˥|mo˧ʈʂʰɯ˧dʑo˩|zo˩no˥|əəə…zo˩no˥|mo˧kɤ˩dzi˩ʈʰæ˩qo˩di˩hĩ˩|mo˧ʈʂʰɯ˥dʑo˩|tʰi˩˥|hĩ˧dv̩˥kv̩˩|pi˧zo˩|,tʰi˩˥ mo˧ʈʂʰɯ˧dʑo˩ zo˩no˥əə…zo˩no˥ mo˧kɤ˩dʑɯ˩ʈʰæ˩ho˩di˩hĩ˩ mo˩ʈʂʰɯ˩dʑo˩ tʰi˩˥ hĩ˧dv̩˥kv̩˩ pi˧zo˩
tʰi˩˥|zo˩no˥|lo˧ʂv̩˩|hi˩nɑ˧mi˧qo˩|ʈʂʰwæ˩ʈʂʰɯ˥|ə˩gi˩,tʰi˩˥ zo˩no˥ lo˧ʂv̩˩ hi˩nɑ˧mi˧qo˩ ʈʂʰwæ˩ʈʂʰɯ˥ ə˩gi˩
tʰi˩˥|əəə…ʈʂʰʈʂʰɯ˧ki˧dʑo˩|mv̩˩lo˥ʝi˩mv̩˩ʈʂæ˩kv̩˩tsɯ˩|mv̩˩,tʰi˩˥ əə…ʈʂʰɯ˧ʈʂʰɯ˧ki˧dʑo˩ mv̩˩lo˥ʝi˩mv̩˩ʈʂæ˩kv̩˩tsɯ˩
tʰi˩˥|dʑɯ˩ʁo˩tʰv̩˩˥|dʑo˩|hɑ˧|tʰv̩˧ʈv̩˥|mv̩˧|tʰi˧kʰɯ˧˥|tʰi˧bv̩˥kv̩˩mæ˩|,tʰi˩˥ dʑɯ˩ʁo˩tʰv̩˩˥ dʑo˩ hɑ˧ɖɯ˧ʈv̩˥ mv̩˧tʰi˧kʰɯ˧˥ tʰi˧bv̩˥kv̩˩mæ˩
wɤ˩˥|no˧ɳɯ˧|pɤ˧pɤ˧ne˧˥|le˧pɤ˥pɤ˩|gɤ˧bi˧|ʈʂʰɯ˧qo˧|tʰi˧tɕɯ˥|,wɤ˩˥ no˧ɳɯ˧ pɤ˩pɤ˧ni˧˥ le˧pɤ˥pɤ˩ gɤ˧ʝi˧tʰo˧qo˧ tʰi˧tɕɯ˥
wɤ˩˥|mv̩˩kʰv̩˧˥|tʰi˩˥|ʐwæ˧tɕi˥|le˧pʰv̩˧˥|tʰi˩˥|zo˩qo˧hɑ̃˧˥|dʑo˩|tʰi˧hɑ̃˧˥|ə˧ʝi˧tsʰi˧ʝi˧ni˧˥|ʑi˧qʰwɤ˧|di˩mɤ˩kv̩˥|,wɤ˩˥ mv̩˩kʰv̩˩˥ tʰi˩˥ wɤ˩˥ ʐwæ˧tɕɯ˥ le˧pʰv̩˧˥ tʰi˩˥ zo˩qo˧hɑ̃˧˥ dʑo˩ tʰi˧hɑ̃˧˥ ə˧ʝi˧tsʰi˧ʝi˧ne˧ʝ˥ ʑi˧qʰwɤ˧ di˩mɤ˧kv̩˧˥
ə˧mv̩˩ɳɯ˩|ʐæ˩sɯ˩˥|ʈʂʰɯ˧kʰwɤ˥hæ̃˩|kʰɯ˧˥|tʰi˧kwɤ˩|go˧mi˧|tʰi˧ʈwæ˧tsɯ˥|mv̩˩,ə˧mv̩˩ɳɯ˩ ʐæ˩sɯ˩˥ ʈʂʰɯ˧kʰwɤ˧hæ̃˩ kʰɯ˧tʰi˧kwɤ˩ go˧mi˧ tʰi˧qwæ˧tsɯ˥ mv̩˩
hi˩nɑ˧mi˧dʑo˩|tʰi˩˥|ə˧ʝi˧ʂɯ˥ʝi˩|ʈʂʰɯ˧ne˧ʝi˥|ʐwɤ˩kv̩˩˥|mæ˩,hi˩nɑ˥mi˩dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mæ˩
hĩ˧|mɤ˧hɤ˩hĩ˩ɳɯ˩|ʝi˧|pi˧|tsʰi˧ɲi˧ʝi˧|ɖɯ˧ɲi˧kv̩˧ʁɑ˧ʂe˥|le˧po˧tsʰɯ˧˥|wɤ˩˥|po˧ɖʐɯ˧mɤ˧dʑɤ˩hĩ˩|ɖɯ˧se˩|tɑ˧qɑ˧|tɑ˧qɑ˧|tɑ˧qɑ˧|pi˧|ɖɯ˧dɑ˩dɑ˩ɻ̍˩|wɤ˩˥|ɖɯ˧so˥|lo˧mɤ˧do˩|,hĩ˧ mɤ˧hɯ˩hĩ˩ɳɯ˩ ʝi˥ pi˧ tsʰi˧ɲi˧hĩ˧ ɖɯ˧ɲi˧kv̩˧ ʁɑ˧ʂe˩ le˧po˧tsʰɯ˧˥ wɤ˩˥ po˧ɖʐɯ˥ mɤ˧dʑɤ˩hĩ˩ɖɯ˩se˩ tæ˧qæ˧tæ˧qæ˧tɑ˧qɑ˧pi˧ ɖɯ˧dɑ˩dɑ˩ɻ̍˩ wɤ˩ ɖɯ˧so˥ lo˧mɤ˧do˩
mɤ˧dɑ˩qʰwɤ˩zo˩|ə˧zɯ˧˥|ɖɯ˧zɯ˧|tʰi˧ɖɯ˧ɲi˥|tʰi˧ʂɯ˧ə˧ʝi˥|pi˧tsɯ˩|mv̩˩|,mɤ˧dɑ˩qʰwɤ˧zo˧ɻ̍˧zo˥ ɖɯ˧zɯ˥ tʰi˧ɻɯ˧ ɖɯ˧ɲi˥ tʰi˧ʂæ˧ʝi˧ pi˧tsɯ˩ mv̩˩
ʈʂʰɯ˧|qv̩˧ɻ̍˧ʈʂʰɯ˧ɭɯ˧|zo˩no˥|ə˧tso˧mɤ˧ɲi˩|zo˩no˥|njæ˧sɯ˩kv̩˩|dɑ˧pɤ˧qʰwæ˧qo˩hĩ˩qo˩|qv̩˧ɻ̍˧|tʰi˧ʑi˥kv̩˩mæ˩|,ʈʂʰɯ˧ qv̩˧ɻ̍˧ʈʂʰɯ˧ zo˩no˥ ə˧tso˧mɤ˧ɲi˩ zo˩no˥ njæ˧sɯ˩kv̩˩ dɑ˧pɤ˧qʰwɤ˥qwɑ˩qɑ˩ qv̩˧ɻ̍˧ tʰi˧ʑi˧kv̩˩mæ˩
mmm…|li˩tʰi˧tɕɯ˥|tsʰe˧tʰi˩tɕɯ˩|ʐɯ˧tʰi˧tɕɯ˥|ʑi˧qʰwɤ˧ʂɯ˧qo˥ɖɯ˩so˩dʑo˩|,mm…li˩tʰi˧tɕɯ˥ tsʰe˧tʰi˩tɕɯ˩ ʐɯ˧tʰi˧tɕɯ˥ ʑi˧qʰwɤ˧ʂɯ˧qo˧ ɖɯ˧so˩dʑo˩
tʰv̩˧ne˧ʝi˥|ɖɯ˧ɖɯ˧ɲi˥|so˧ʂɯ˧|so˧tɕʰi˧|so˧ʂɯ˧|,ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧ɭiɖɯ˧ɲi˥ so˧ʂɯ˧ so˧tɕʰi˧ so˧ʂɯ˧
njæ˧sɯ˩kv̩˩dʑo˩|ə˧ʝi˧ʂɯ˥ʝi˩|nɑ˩dʑi˧hṽ̩˧|mv̩˧ɲi˩mæ˩|ə˩gi˩|,njæ˧sɯ˩kv̩˩dʑo˩ ə˧ʝi˧ʂɯ˥ʝi˩ nɑ˩dʑi˧hṽ˩mv̩˩ɲi˩ mæ˩ ə˩gi˩
mɤ˧bi˧ze˧|ə˧zɯ˩|zo˧tɕʰi˧tʰɑ˧kv̩˥kv̩˩|ə˧tso˧mɤ˧ɲi˩|tʰi˧di˩ze˩|,mɤ˧bi˧ze˧ ə˧zɯ˩ zo˧tɕʰi˧tʰɑ˧kv̩˧kv̩˥ ə˧tso˧mɤ˧ɲi˩ tʰi˧di˩ze˩
mv̩˩tɕʰi˩bi˩zo˩ho˥ze˩|pi˧|tʰi˩˥|mv̩˩zo˩˥|ɖɯ˧ɭɯ˧ki˧|le˧ʂv̩˧po˧hɯ˧ɲi˥tsɯ˩|mv̩˩|,mv̩˩tɕʰi˩bi˩zo˩ho˥ze˩ pi˧ tʰi˩˥ mv̩˩zo˩˥ ɖɯ˧ɭɯ˧ki˧ le˧ʂv̩˧po˧hɯ˧ɲi˥tsɯ˩ mv̩˩
tʰi˩˥|ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩|nɑ˩ʈʂʰɯ˥dʑo˩|v̩˩tsʰɤ˧˥|dʑɤ˩˥|dʑo˧mɤ˧kv̩˧˥|mæ˩|,tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ nɑ˩ʈʂʰɯ˥dʑo˩ v̩˩tsʰɤ˧˥ dʑɤ˩˥ dʑo˧mɤ˧kv̩˧˥ mæ˩
